update_id,investor_id,status,updated_at,source
549,137,Non-Accredited,2025-05-11 17:00:00,kyc_review
550,137,Non-Accredited,2025-08-21 02:00:00,auto
551,138,Pending,2024-05-26 01:00:00,signup
552,138,Non-Accredited,2024-11-09 15:00:00,auto
553,138,Accredited,2025-01-20 23:00:00,manual
554,138,Suspended,2025-04-17 00:00:00,auto
555,138,Accredited,2025-08-14 08:00:00,kyc_review
556,139,Pending,2023-07-12 06:00:00,signup
557,139,Accredited,2023-12-22 04:00:00,auto
558,139,Accredited,2024-02-04 01:00:00,kyc_review
559,139,Accredited,2024-05-03 05:00:00,kyc_review
560,140,Pending,2024-03-10 05:00:00,signup
561,140,Pending,2024-05-03 14:00:00,kyc_review
562,140,Pending,2024-07-05 03:00:00,kyc_review
563,141,Pending,2024-07-05 18:00:00,signup
564,141,Pending,2024-07-17 09:00:00,kyc_review
565,141,Suspended,2025-01-18 21:00:00,auto
566,141,Suspended,2025-05-27 19:00:00,kyc_review
567,142,Pending,2024-02-05 11:00:00,signup
568,142,Non-Accredited,2024-05-27 21:00:00,auto
569,142,Accredited,2024-11-06 09:00:00,auto
570,143,Pending,2022-08-20 19:00:00,signup
571,143,Pending,2022-10-26 14:00:00,kyc_review
572,144,Pending,2024-11-08 11:00:00,signup
573,144,Accredited,2024-11-19 06:00:00,kyc_review
574,144,Accredited,2025-01-03 21:00:00,kyc_review
575,144,Accredited,2025-02-06 07:00:00,kyc_review
576,144,Accredited,2025-04-29 16:00:00,manual
577,144,Accredited,2025-04-29 16:00:00,kyc_review
578,144,Accredited,2025-08-24 21:00:00,auto
579,145,Pending,2022-02-10 04:00:00,signup
580,145,Accredited,2022-03-13 15:00:00,manual
581,145,Accredited,2022-03-26 20:00:00,auto
582,145,Accredited,2022-09-28 10:00:00,auto
583,145,Accredited,2023-01-18 23:00:00,manual
584,146,Pending,2021-10-19 04:00:00,signup
585,146,Pending,2022-02-21 20:00:00,manual
586,146,Pending,2022-07-18 07:00:00,kyc_review
587,146,Pending,2022-12-11 19:00:00,kyc_review
588,146,Pending,2023-06-21 13:00:00,auto
589,146,Pending,2024-01-04 03:00:00,manual
590,147,Pending,2024-03-11 04:00:00,signup
591,147,Pending,2024-07-16 15:00:00,auto
592,147,Pending,2024-09-29 04:00:00,manual
593,147,Pending,2024-10-15 21:00:00,manual
594,147,Pending,2024-10-30 11:00:00,auto
595,147,Pending,2024-10-30 11:00:00,manual
596,148,Pending,2023-04-05 04:00:00,signup
597,148,Accredited,2023-10-19 05:00:00,kyc_review
598,148,Accredited,2023-11-22 09:00:00,manual
599,148,Accredited,2024-02-28 23:00:00,auto
600,149,Pending,2024-05-09 19:00:00,signup
601,149,Pending,2024-05-29 21:00:00,kyc_review
602,149,Accredited,2024-12-11 17:00:00,auto
603,149,Non-Accredited,2025-01-11 03:00:00,manual
604,149,Non-Accredited,2025-03-10 02:00:00,auto
605,150,Pending,2021-02-22 03:00:00,signup
606,150,Suspended,2021-04-02 09:00:00,auto
607,150,Accredited,2021-06-14 07:00:00,manual
608,150,Non-Accredited,2021-10-13 15:00:00,manual
609,150,Non-Accredited,2021-11-04 10:00:00,kyc_review
610,151,Pending,2021-02-12 09:00:00,signup
611,151,Pending,2021-06-06 15:00:00,manual
612,152,Pending,2021-12-25 09:00:00,signup
613,152,Accredited,2022-05-03 04:00:00,kyc_review
614,152,Accredited,2022-05-18 02:00:00,kyc_review
615,152,Accredited,2022-12-01 00:00:00,manual
616,153,Pending,2024-04-13 11:00:00,signup
617,153,Pending,2024-08-01 02:00:00,manual
618,153,Non-Accredited,2024-12-02 06:00:00,kyc_review
619,153,Non-Accredited,2025-01-25 03:00:00,manual
620,153,Non-Accredited,2025-01-25 03:00:00,kyc_review
621,153,Accredited,2025-06-30 05:00:00,manual
622,153,Accredited,2025-11-22 16:00:00,manual
623,154,Pending,2023-04-17 15:00:00,signup
624,154,Accredited,2023-06-06 10:00:00,auto
625,155,Pending,2023-04-24 01:00:00,signup
626,155,Accredited,2023-09-24 00:00:00,auto
627,155,Accredited,2024-03-07 03:00:00,kyc_review
628,155,Accredited,2024-04-14 21:00:00,kyc_review
629,156,Pending,2023-07-21 13:00:00,signup
630,156,Accredited,2023-11-13 00:00:00,auto
631,156,Accredited,2024-02-23 20:00:00,auto
632,156,Accredited,2024-08-14 06:00:00,kyc_review
633,156,Accredited,2024-12-28 20:00:00,manual
634,156,Accredited,2025-02-22 08:00:00,auto
635,157,Pending,2021-01-03 15:00:00,signup
636,157,Pending,2021-07-06 18:00:00,auto
637,157,Pending,2021-11-01 07:00:00,kyc_review
638,158,Pending,2023-01-11 05:00:00,signup
639,158,Accredited,2023-06-28 21:00:00,auto
640,158,Accredited,2023-07-14 07:00:00,auto
641,158,Accredited,2023-08-16 18:00:00,auto
642,158,Suspended,2024-02-10 06:00:00,kyc_review
643,158,Suspended,2024-08-23 13:00:00,auto
644,159,Pending,2022-07-01 11:00:00,signup
645,159,Accredited,2022-09-24 13:00:00,manual
646,159,Accredited,2023-03-29 08:00:00,kyc_review
647,160,Pending,2021-03-01 15:00:00,signup
648,160,Non-Accredited,2021-08-22 18:00:00,kyc_review
649,160,Non-Accredited,2022-03-04 20:00:00,kyc_review
650,160,Suspended,2022-06-27 12:00:00,kyc_review
651,160,Non-Accredited,2022-09-12 10:00:00,auto
652,160,Non-Accredited,2023-02-06 08:00:00,manual
653,161,Pending,2024-02-03 02:00:00,signup
654,161,Accredited,2024-05-25 01:00:00,auto
655,161,Accredited,2024-11-12 21:00:00,kyc_review
656,161,Accredited,2025-01-29 15:00:00,kyc_review
657,162,Pending,2021-08-29 11:00:00,signup
658,162,Pending,2021-11-10 02:00:00,kyc_review
659,162,Non-Accredited,2022-05-16 04:00:00,kyc_review
660,163,Pending,2024-12-15 11:00:00,signup
661,163,Pending,2025-06-20 01:00:00,manual
662,163,Non-Accredited,2025-11-22 09:00:00,kyc_review
663,163,Accredited,2025-12-08 16:00:00,auto
664,164,Pending,2024-02-03 06:00:00,signup
665,164,Accredited,2024-07-24 15:00:00,manual
666,164,Accredited,2025-01-27 19:00:00,manual
667,164,Accredited,2025-04-13 15:00:00,kyc_review
668,164,Accredited,2025-05-31 09:00:00,manual
669,164,Accredited,2025-12-18 01:00:00,auto
670,165,Pending,2021-10-07 12:00:00,signup
671,165,Pending,2022-03-17 04:00:00,manual
672,165,Pending,2022-07-30 00:00:00,auto
673,166,Pending,2021-01-06 16:00:00,signup
674,166,Accredited,2021-01-20 13:00:00,manual
675,166,Non-Accredited,2021-03-09 21:00:00,kyc_review
676,166,Suspended,2021-06-19 12:00:00,kyc_review
677,166,Accredited,2021-11-10 19:00:00,kyc_review
678,167,Pending,2023-09-30 04:00:00,signup
679,167,Pending,2024-02-16 06:00:00,auto
680,167,Pending,2024-07-12 08:00:00,auto
681,167,Accredited,2024-09-22 16:00:00,auto
682,168,Pending,2024-01-18 08:00:00,signup
683,168,Accredited,2024-03-13 09:00:00,manual
684,168,Pending,2024-05-11 08:00:00,kyc_review
685,168,Pending,2024-06-05 14:00:00,auto
686,168,Pending,2024-10-16 04:00:00,kyc_review
687,169,Pending,2022-05-05 03:00:00,signup
688,169,Pending,2022-09-14 06:00:00,manual
689,169,Pending,2023-02-10 00:00:00,manual
690,170,Pending,2022-10-14 01:00:00,signup
691,170,Accredited,2023-02-11 04:00:00,auto
692,170,Suspended,2023-08-02 23:00:00,manual
693,170,Accredited,2024-01-13 07:00:00,auto
694,170,Accredited,2024-04-05 03:00:00,auto
695,170,Accredited,2024-06-25 00:00:00,manual
696,171,Pending,2021-03-17 06:00:00,signup
697,171,Accredited,2021-03-28 16:00:00,manual
698,171,Pending,2021-04-24 05:00:00,manual
699,171,Accredited,2021-10-26 22:00:00,kyc_review
700,171,Accredited,2021-12-30 07:00:00,auto
701,172,Pending,2021-07-24 10:00:00,signup
702,172,Accredited,2021-09-26 04:00:00,kyc_review
703,172,Accredited,2021-11-18 09:00:00,auto
704,172,Non-Accredited,2022-05-15 04:00:00,manual
705,172,Non-Accredited,2022-07-31 19:00:00,manual
706,172,Non-Accredited,2022-11-04 18:00:00,auto
707,173,Pending,2024-09-02 10:00:00,signup
708,173,Pending,2025-02-03 22:00:00,manual
709,173,Pending,2025-02-03 22:00:00,signup
710,173,Accredited,2025-05-29 09:00:00,manual
711,173,Accredited,2025-06-13 07:00:00,auto
712,173,Accredited,2025-09-06 18:00:00,manual
713,174,Pending,2023-03-26 11:00:00,signup
714,174,Pending,2023-08-27 10:00:00,kyc_review
715,174,Pending,2023-12-27 18:00:00,kyc_review
716,174,Accredited,2024-07-10 09:00:00,kyc_review
717,174,Non-Accredited,2024-10-28 07:00:00,kyc_review
718,174,Non-Accredited,2025-04-12 01:00:00,kyc_review
719,174,Non-Accredited,2025-04-12 01:00:00,kyc_review
720,175,Pending,2022-10-11 11:00:00,signup
721,175,Pending,2023-03-07 22:00:00,manual
722,175,Pending,2023-04-21 21:00:00,auto
723,175,Accredited,2023-06-09 01:00:00,auto
724,176,Pending,2024-06-18 08:00:00,signup
725,176,Accredited,2024-11-22 01:00:00,auto
726,176,Accredited,2025-05-27 01:00:00,kyc_review
727,176,Suspended,2025-12-02 23:00:00,manual
728,177,Pending,2021-07-05 15:00:00,signup
729,177,Accredited,2021-09-01 01:00:00,manual
730,177,Accredited,2022-03-10 09:00:00,auto
731,178,Pending,2021-12-07 05:00:00,signup
732,178,Pending,2022-05-30 18:00:00,manual
733,179,Pending,2023-06-02 17:00:00,signup
734,179,Pending,2023-10-22 04:00:00,manual
735,180,Pending,2021-12-25 17:00:00,signup
736,180,Pending,2022-05-22 08:00:00,manual
737,180,Suspended,2022-12-06 10:00:00,kyc_review
738,180,Accredited,2023-04-26 12:00:00,auto
739,181,Pending,2024-04-09 03:00:00,signup
740,181,Suspended,2024-06-28 17:00:00,auto
741,181,Suspended,2024-09-30 19:00:00,auto
742,181,Suspended,2025-02-23 17:00:00,kyc_review
743,181,Accredited,2025-05-19 17:00:00,kyc_review
744,182,Pending,2024-09-27 14:00:00,signup
745,182,Non-Accredited,2024-12-12 21:00:00,auto
746,182,Accredited,2025-06-11 03:00:00,manual
747,183,Pending,2024-01-25 19:00:00,signup
748,183,Pending,2024-03-23 23:00:00,kyc_review
749,183,Pending,2024-08-17 18:00:00,kyc_review
750,184,Pending,2024-08-01 03:00:00,signup
751,184,Accredited,2024-10-30 10:00:00,kyc_review
752,184,Accredited,2025-01-17 17:00:00,manual
753,184,Accredited,2025-01-17 17:00:00,kyc_review
754,184,Accredited,2025-05-19 20:00:00,manual
755,185,Pending,2023-02-27 07:00:00,signup
756,185,Pending,2023-03-21 21:00:00,kyc_review
757,185,Pending,2023-07-07 15:00:00,kyc_review
758,185,Accredited,2023-12-13 14:00:00,kyc_review
759,185,Non-Accredited,2024-04-27 13:00:00,manual
760,186,Pending,2022-08-29 07:00:00,signup
761,186,Accredited,2023-01-15 18:00:00,manual
762,186,Accredited,2023-01-15 18:00:00,signup
763,187,Pending,2021-01-17 13:00:00,signup
764,187,Pending,2021-05-09 16:00:00,manual
765,187,Pending,2021-09-08 12:00:00,auto
766,187,Pending,2022-03-02 00:00:00,manual
767,187,Pending,2022-06-02 01:00:00,kyc_review
768,188,Pending,2023-10-15 01:00:00,signup
769,188,Pending,2024-03-05 05:00:00,manual
770,188,Suspended,2024-03-31 00:00:00,auto
771,189,Pending,2022-03-25 20:00:00,signup
772,189,Pending,2022-05-15 09:00:00,auto
773,189,Pending,2022-12-01 06:00:00,kyc_review
774,189,Pending,2022-12-18 21:00:00,manual
775,189,Pending,2023-03-06 16:00:00,kyc_review
776,190,Pending,2021-07-18 16:00:00,signup
777,190,Pending,2022-02-01 20:00:00,manual
778,191,Pending,2024-04-01 17:00:00,signup
779,191,Pending,2024-05-21 20:00:00,kyc_review
780,191,Accredited,2024-06-16 23:00:00,manual
781,192,Pending,2022-02-16 18:00:00,signup
782,192,Pending,2022-04-02 13:00:00,manual
783,192,Pending,2022-06-16 17:00:00,auto
784,192,Accredited,2022-12-01 14:00:00,auto
785,192,Accredited,2023-05-06 20:00:00,auto
786,193,Pending,2022-07-13 05:00:00,signup
787,193,Non-Accredited,2023-01-07 07:00:00,manual
788,193,Non-Accredited,2023-02-12 14:00:00,kyc_review
789,194,Pending,2022-11-25 10:00:00,signup
790,194,Accredited,2023-06-05 00:00:00,auto
791,194,Accredited,2023-08-22 04:00:00,manual
792,194,Pending,2024-01-28 03:00:00,manual
793,195,Pending,2024-10-13 07:00:00,signup
794,195,Non-Accredited,2024-10-26 11:00:00,kyc_review
795,195,Accredited,2025-01-26 11:00:00,manual
796,196,Pending,2021-07-04 19:00:00,signup
797,196,Accredited,2021-11-07 01:00:00,manual
798,196,Suspended,2022-01-27 21:00:00,manual
799,196,Suspended,2022-03-26 05:00:00,manual
800,196,Suspended,2022-07-31 02:00:00,manual
801,197,Pending,2024-10-09 09:00:00,signup
802,197,Suspended,2025-01-20 22:00:00,kyc_review
803,198,Pending,2024-10-14 15:00:00,signup
804,198,Accredited,2024-11-24 08:00:00,manual
805,199,Pending,2024-08-19 14:00:00,signup
806,199,Pending,2024-09-20 06:00:00,auto
807,199,Accredited,2025-03-23 13:00:00,auto
808,199,Accredited,2025-09-02 17:00:00,kyc_review
809,199,Accredited,2025-12-14 10:00:00,auto
810,199,Accredited,2026-02-02 13:00:00,auto
811,200,Pending,2023-04-17 05:00:00,signup
812,200,Accredited,2023-09-30 18:00:00,manual
813,200,Accredited,2024-02-21 07:00:00,kyc_review
814,200,Accredited,2024-05-17 07:00:00,auto
815,200,Accredited,2024-08-14 13:00:00,kyc_review
816,200,Accredited,2024-08-14 13:00:00,auto
817,200,Accredited,2024-12-07 17:00:00,kyc_review
