transaction_id,investor_id,fund_id,txn_date,txn_type,amount
1705,90,20,2023-03-07,distribution,34729
2129,110,10,2023-03-07,capital_call,8333
2251,116,2,2023-03-07,capital_call,2500
2526,130,20,2023-03-07,capital_call,2000
1273,66,15,2023-03-08,capital_call,12500
1469,77,7,2023-03-08,capital_call,83333
1164,60,14,2023-03-09,distribution,19990
2034,107,17,2023-03-09,subscription,100000
2937,158,16,2023-03-10,subscription,100000
999,48,13,2023-03-11,fee,1000
1309,69,1,2023-03-11,distribution,9155
1761,92,9,2023-03-11,distribution,26125
2773,146,16,2023-03-11,subscription,50000
3227,175,4,2023-03-11,capital_call,50000
1262,65,5,2023-03-12,subscription,250000
1004,48,22,2023-03-13,capital_call,16667
1007,49,6,2023-03-13,subscription,50000
1030,51,21,2023-03-13,subscription,250000
2550,132,14,2023-03-14,fee,500
559,28,16,2023-03-16,subscription,100000
836,42,16,2023-03-16,capital_call,5000
2095,109,1,2023-03-16,subscription,50000
3435,185,9,2023-03-16,subscription,250000
3149,170,5,2023-03-17,subscription,100000
763,37,15,2023-03-18,capital_call,5000
2206,113,10,2023-03-18,capital_call,8333
1336,70,4,2023-03-19,capital_call,2000
2568,133,2,2023-03-19,capital_call,6250
2972,160,10,2023-03-19,capital_call,20000
480,25,22,2023-03-20,fee,2500
2325,119,21,2023-03-20,subscription,50000
3649,196,2,2023-03-20,fee,500
1224,63,10,2023-03-21,capital_call,62500
1354,70,7,2023-03-21,capital_call,20000
3498,189,16,2023-03-21,subscription,100000
1230,63,5,2023-03-22,subscription,100000
57,4,21,2023-03-23,capital_call,3333
2215,113,20,2023-03-23,capital_call,16667
3608,194,21,2023-03-23,subscription,25000
657,32,14,2023-03-24,capital_call,50000
1772,92,5,2023-03-25,subscription,100000
3020,162,5,2023-03-25,subscription,10000
252,12,2,2023-03-27,subscription,50000
667,32,13,2023-03-27,capital_call,5000
142,7,17,2023-03-28,distribution,39901
1388,72,21,2023-03-28,subscription,250000
20,2,17,2023-03-30,capital_call,10000
865,43,17,2023-03-30,distribution,37232
2339,119,4,2023-03-30,capital_call,12500
2953,159,22,2023-03-30,capital_call,20000
3073,165,2,2023-03-30,capital_call,10000
2902,157,22,2023-03-31,distribution,28478
3192,172,4,2023-03-31,capital_call,83333
1321,69,6,2023-04-02,subscription,50000
1477,77,14,2023-04-03,capital_call,50000
600,29,14,2023-04-04,capital_call,20000
740,36,6,2023-04-04,subscription,250000
2107,110,16,2023-04-04,subscription,100000
2829,151,4,2023-04-04,capital_call,6250
2946,159,19,2023-04-04,subscription,50000
3234,175,8,2023-04-04,capital_call,25000
3646,196,2,2023-04-04,capital_call,12500
793,39,5,2023-04-05,subscription,50000
920,45,6,2023-04-05,subscription,25000
2148,111,19,2023-04-05,subscription,50000
3269,177,6,2023-04-05,subscription,50000
119,6,20,2023-04-07,capital_call,50000
216,11,5,2023-04-07,subscription,25000
1298,69,2,2023-04-07,capital_call,20000
2984,160,4,2023-04-07,capital_call,5000
815,41,13,2023-04-08,capital_call,16667
1021,49,19,2023-04-08,subscription,10000
2563,133,4,2023-04-08,capital_call,83333
2729,143,13,2023-04-08,capital_call,10000
3062,165,9,2023-04-08,capital_call,62500
1163,60,14,2023-04-09,fee,500
1642,87,4,2023-04-09,capital_call,20000
2136,111,2,2023-04-09,capital_call,25000
2733,143,13,2023-04-09,fee,500
3198,174,13,2023-04-09,subscription,10000
3268,177,13,2023-04-09,capital_call,16667
3509,189,15,2023-04-09,capital_call,62500
1243,64,2,2023-04-10,capital_call,2000
1405,72,4,2023-04-10,fee,500
2911,157,7,2023-04-10,fee,1000
2920,157,23,2023-04-10,capital_call,12500
3228,175,4,2023-04-10,capital_call,50000
302,15,19,2023-04-11,subscription,10000
1132,57,9,2023-04-11,capital_call,16667
1350,70,20,2023-04-11,capital_call,8333
2090,109,20,2023-04-11,fee,2500
2221,114,10,2023-04-11,capital_call,20000
94,4,20,2023-04-13,redemption,34599
3160,170,17,2023-04-13,capital_call,50000
3461,186,16,2023-04-13,subscription,250000
897,45,2,2023-04-14,capital_call,10000
2044,107,21,2023-04-14,subscription,10000
2188,113,8,2023-04-14,capital_call,10000
1750,91,14,2023-04-15,distribution,37035
2502,129,13,2023-04-15,subscription,50000
3185,171,6,2023-04-15,subscription,50000
3318,180,15,2023-04-15,capital_call,2000
79,4,1,2023-04-16,capital_call,6250
1313,69,21,2023-04-16,subscription,10000
1714,91,18,2023-04-16,subscription,50000
3436,185,9,2023-04-16,capital_call,62500
3557,192,14,2023-04-16,redemption,22333
3142,169,10,2023-04-17,capital_call,2000
427,24,9,2023-04-18,capital_call,25000
554,28,7,2023-04-18,capital_call,16667
2162,112,17,2023-04-18,capital_call,25000
2926,157,13,2023-04-19,capital_call,62500
2125,110,20,2023-04-20,fee,100
479,25,22,2023-04-21,capital_call,125000
589,29,22,2023-04-21,distribution,21065
2442,125,16,2023-04-21,subscription,250000
729,36,4,2023-04-22,capital_call,50000
981,48,16,2023-04-22,capital_call,6250
2755,146,9,2023-04-22,distribution,2260
3171,171,10,2023-04-22,distribution,36510
1440,75,7,2023-04-23,capital_call,25000
1455,75,23,2023-04-23,capital_call,10000
234,11,18,2023-04-24,subscription,250000
242,12,21,2023-04-24,subscription,100000
2000,103,8,2023-04-24,capital_call,8333
2177,112,7,2023-04-24,fee,100
2943,159,9,2023-04-24,capital_call,83333
3283,178,7,2023-04-24,capital_call,62500
1225,63,10,2023-04-25,capital_call,62500
1993,103,14,2023-04-25,capital_call,5000
2979,160,5,2023-04-25,subscription,100000
227,11,2,2023-04-27,fee,100
1154,59,16,2023-04-27,subscription,25000
1261,65,23,2023-04-27,distribution,2510
2541,131,10,2023-04-27,fee,2500
3417,185,6,2023-04-27,subscription,100000
3638,196,16,2023-04-28,subscription,100000
970,47,4,2023-04-29,capital_call,5000
1045,51,6,2023-04-29,fee,2500
1402,72,4,2023-04-29,capital_call,16667
2117,110,23,2023-04-29,capital_call,3333
1268,66,9,2023-04-30,capital_call,12500
1282,66,2,2023-04-30,capital_call,12500
1470,77,7,2023-04-30,capital_call,83333
2377,121,4,2023-04-30,capital_call,10000
3326,180,4,2023-04-30,capital_call,50000
539,28,22,2023-05-01,capital_call,3333
3220,175,22,2023-05-01,capital_call,6250
2119,110,23,2023-05-02,distribution,1204
2340,119,4,2023-05-02,capital_call,12500
3150,170,5,2023-05-02,capital_call,20000
160,8,1,2023-05-03,distribution,31334
433,24,7,2023-05-04,capital_call,50000
560,28,16,2023-05-04,capital_call,25000
1127,57,14,2023-05-04,capital_call,20000
64,4,18,2023-05-05,subscription,100000
1099,54,9,2023-05-05,distribution,2438
2130,110,10,2023-05-05,distribution,2438
3237,175,8,2023-05-05,fee,1000
293,14,5,2023-05-06,subscription,50000
822,42,23,2023-05-06,capital_call,50000
2252,116,2,2023-05-06,capital_call,2500
418,22,18,2023-05-07,subscription,10000
2074,109,15,2023-05-07,capital_call,62500
2762,146,1,2023-05-07,capital_call,10000
1083,54,18,2023-05-08,subscription,10000
1558,81,22,2023-05-08,subscription,50000
2569,133,2,2023-05-08,capital_call,6250
3081,166,6,2023-05-08,subscription,100000
497,26,22,2023-05-09,capital_call,6250
1057,52,14,2023-05-09,capital_call,25000
1947,101,9,2023-05-09,subscription,25000
2931,158,2,2023-05-09,capital_call,5000
1019,49,8,2023-05-10,distribution,30093
1031,51,21,2023-05-10,capital_call,62500
2543,131,10,2023-05-10,distribution,85558
3477,187,13,2023-05-10,distribution,8772
442,24,4,2023-05-11,capital_call,12500
1689,90,16,2023-05-11,capital_call,5000
1762,92,9,2023-05-11,distribution,12508
2467,127,15,2023-05-11,capital_call,33333
1903,99,21,2023-05-12,subscription,10000
2730,143,13,2023-05-12,capital_call,10000
2864,154,22,2023-05-12,subscription,10000
3573,192,7,2023-05-12,fee,500
1005,48,22,2023-05-13,capital_call,16667
3175,171,7,2023-05-13,capital_call,5000
225,11,2,2023-05-14,capital_call,2500
1235,63,4,2023-05-14,capital_call,2000
3449,186,21,2023-05-14,capital_call,50000
3580,193,10,2023-05-14,fee,1000
313,15,2,2023-05-15,capital_call,20000
2429,125,6,2023-05-15,subscription,100000
2929,157,13,2023-05-15,redemption,58185
1082,54,23,2023-05-16,redemption,15125
1322,69,6,2023-05-16,capital_call,10000
2149,111,19,2023-05-16,capital_call,10000
1934,101,8,2023-05-17,subscription,250000
2189,113,8,2023-05-17,capital_call,10000
2908,157,7,2023-05-17,capital_call,25000
3144,169,10,2023-05-17,fee,100
342,16,16,2023-05-18,subscription,10000
828,42,5,2023-05-18,subscription,25000
1136,57,13,2023-05-18,capital_call,50000
1873,98,14,2023-05-18,capital_call,8333
3034,162,1,2023-05-18,distribution,63133
1231,63,5,2023-05-20,capital_call,50000
1922,100,8,2023-05-21,subscription,250000
910,45,19,2023-05-22,subscription,10000
3451,186,21,2023-05-22,fee,1000
576,29,2,2023-05-23,fee,250
1855,97,17,2023-05-23,fee,250
1956,101,14,2023-05-23,subscription,25000
2209,113,10,2023-05-23,fee,250
2318,119,2,2023-05-23,capital_call,20000
2326,119,21,2023-05-23,capital_call,12500
3319,180,15,2023-05-23,capital_call,2000
921,45,6,2023-05-24,capital_call,8333
1244,64,2,2023-05-25,capital_call,2000
1303,69,2,2023-05-25,fee,1000
2336,119,9,2023-05-25,distribution,72481
1435,75,4,2023-05-26,capital_call,50000
1456,75,23,2023-05-26,capital_call,10000
1638,87,17,2023-05-26,capital_call,12500
2163,112,5,2023-05-26,subscription,25000
2193,113,6,2023-05-26,subscription,250000
2506,130,7,2023-05-26,capital_call,2500
1351,70,20,2023-05-27,capital_call,8333
2025,107,20,2023-05-27,subscription,10000
2530,130,20,2023-05-27,distribution,806
2959,159,7,2023-05-27,capital_call,83333
3455,186,1,2023-05-27,capital_call,20000
3592,194,5,2023-05-27,subscription,25000
1299,69,2,2023-05-28,capital_call,20000
247,12,21,2023-05-29,fee,1000
2822,151,23,2023-05-29,capital_call,20000
2980,160,5,2023-05-30,capital_call,50000
3492,189,19,2023-05-30,subscription,250000
90,4,20,2023-05-31,distribution,19176
985,48,16,2023-05-31,fee,250
2087,109,20,2023-05-31,capital_call,83333
1169,60,13,2023-06-01,capital_call,12500
2766,146,1,2023-06-01,distribution,15501
2975,160,21,2023-06-01,capital_call,25000
668,32,13,2023-06-02,capital_call,5000
1063,52,16,2023-06-02,capital_call,50000
1274,66,15,2023-06-02,capital_call,12500
1962,101,11,2023-06-02,subscription,10000
2774,146,16,2023-06-02,capital_call,16667
2833,151,11,2023-06-02,subscription,100000
2944,159,9,2023-06-02,capital_call,83333
121,6,20,2023-06-03,distribution,54118
2234,116,21,2023-06-03,capital_call,12500
658,32,14,2023-06-04,capital_call,50000
678,33,13,2023-06-04,capital_call,2000
816,41,13,2023-06-04,distribution,12889
1203,62,14,2023-06-04,subscription,25000
652,32,10,2023-06-05,capital_call,12500
898,45,2,2023-06-05,capital_call,10000
1414,73,13,2023-06-05,distribution,25891
1571,83,2,2023-06-05,subscription,25000
328,16,7,2023-06-06,subscription,100000
1918,100,4,2023-06-06,subscription,25000
2422,124,9,2023-06-06,capital_call,33333
431,24,9,2023-06-07,fee,1000
456,25,23,2023-06-07,capital_call,8333
1709,90,11,2023-06-07,subscription,100000
2309,119,12,2023-06-07,subscription,25000
2547,132,14,2023-06-07,capital_call,10000
602,29,14,2023-06-08,distribution,39207
2857,154,20,2023-06-08,subscription,50000
2945,159,9,2023-06-08,fee,2500
3499,189,16,2023-06-08,capital_call,20000
3603,194,9,2023-06-08,capital_call,8333
1948,101,9,2023-06-09,capital_call,6250
2039,107,17,2023-06-09,fee,1000
3270,177,6,2023-06-09,capital_call,25000
198,10,2,2023-06-10,capital_call,6250
428,24,9,2023-06-10,capital_call,25000
1485,77,21,2023-06-10,capital_call,62500
2532,130,11,2023-06-10,subscription,10000
3411,185,19,2023-06-10,subscription,10000
1442,75,7,2023-06-11,fee,500
2222,114,10,2023-06-11,capital_call,20000
2284,118,11,2023-06-11,subscription,250000
3300,179,23,2023-06-11,subscription,25000
3336,180,21,2023-06-11,capital_call,5000
297,14,11,2023-06-12,subscription,250000
2216,113,20,2023-06-12,capital_call,16667
2824,151,23,2023-06-12,distribution,27589
2830,151,4,2023-06-12,capital_call,6250
3025,162,5,2023-06-12,fee,100
206,10,8,2023-06-13,distribution,13921
461,25,18,2023-06-13,subscription,250000
557,28,7,2023-06-13,fee,500
661,32,14,2023-06-13,fee,2500
1773,92,5,2023-06-13,capital_call,20000
3202,174,13,2023-06-13,fee,100
3428,185,12,2023-06-13,subscription,10000
58,4,21,2023-06-14,capital_call,3333
1447,75,18,2023-06-14,subscription,10000
3199,174,13,2023-06-14,capital_call,3333
324,15,1,2023-06-15,capital_call,2500
1860,97,13,2023-06-15,capital_call,62500
2731,143,13,2023-06-15,capital_call,10000
876,43,11,2023-06-16,subscription,10000
926,46,4,2023-06-16,subscription,100000
1286,67,14,2023-06-16,capital_call,50000
1929,100,21,2023-06-16,subscription,25000
2381,121,4,2023-06-16,fee,500
3259,177,12,2023-06-16,subscription,100000
1359,70,7,2023-06-17,fee,1000
1843,97,1,2023-06-17,capital_call,12500
2949,159,19,2023-06-17,fee,500
411,22,1,2023-06-19,subscription,25000
941,46,17,2023-06-19,subscription,50000
1896,99,14,2023-06-19,subscription,250000
3572,192,7,2023-06-19,capital_call,25000
2386,121,19,2023-06-20,subscription,50000
3560,192,4,2023-06-20,capital_call,50000
200,10,2,2023-06-21,fee,250
253,12,2,2023-06-21,capital_call,12500
1847,97,21,2023-06-21,capital_call,83333
2096,109,1,2023-06-21,capital_call,12500
2503,129,13,2023-06-21,capital_call,25000
3526,190,12,2023-06-21,subscription,25000
280,14,19,2023-06-22,subscription,10000
2932,158,2,2023-06-22,capital_call,5000
343,16,16,2023-06-23,capital_call,2000
922,45,6,2023-06-23,capital_call,8333
1025,49,19,2023-06-23,fee,100
1036,51,11,2023-06-23,subscription,10000
2947,159,19,2023-06-23,capital_call,25000
3440,186,19,2023-06-23,subscription,250000
540,28,22,2023-06-24,capital_call,3333
1577,83,23,2023-06-24,subscription,10000
2564,133,4,2023-06-24,capital_call,83333
1914,100,14,2023-06-25,subscription,250000
2035,107,17,2023-06-25,capital_call,25000
21,2,17,2023-06-26,capital_call,10000
555,28,7,2023-06-27,capital_call,16667
995,48,13,2023-06-27,capital_call,20000
1323,69,6,2023-06-27,capital_call,10000
1471,77,7,2023-06-27,capital_call,83333
561,28,16,2023-06-28,capital_call,25000
991,48,1,2023-06-29,capital_call,83333
1547,81,4,2023-06-29,subscription,25000
1751,92,18,2023-06-29,subscription,250000
2054,107,23,2023-06-29,capital_call,50000
191,10,4,2023-06-30,capital_call,50000
543,28,18,2023-06-30,subscription,25000
1498,78,23,2023-06-30,subscription,250000
1935,101,8,2023-06-30,capital_call,125000
3450,186,21,2023-06-30,capital_call,50000
3462,186,16,2023-06-30,capital_call,50000
1507,79,21,2023-07-01,subscription,250000
1883,99,11,2023-07-01,subscription,250000
2507,130,7,2023-07-01,capital_call,2500
3074,165,2,2023-07-01,capital_call,10000
2844,152,9,2023-07-02,capital_call,2000
2960,159,7,2023-07-02,capital_call,83333
975,47,4,2023-07-03,distribution,2980
1258,65,23,2023-07-03,capital_call,2000
2321,119,2,2023-07-03,fee,1000
3307,179,14,2023-07-03,subscription,10000
235,11,18,2023-07-04,capital_call,62500
1171,60,12,2023-07-04,subscription,50000
1727,91,9,2023-07-04,distribution,15197
1742,91,1,2023-07-04,redemption,5709
669,33,11,2023-07-06,subscription,100000
789,39,23,2023-07-06,capital_call,6250
794,39,5,2023-07-06,capital_call,10000
1300,69,2,2023-07-06,capital_call,20000
1690,90,16,2023-07-06,capital_call,5000
1994,103,14,2023-07-06,capital_call,5000
2062,108,23,2023-07-06,subscription,50000
3511,190,18,2023-07-06,subscription,10000
294,14,5,2023-07-07,capital_call,25000
1372,72,18,2023-07-07,subscription,50000
1393,72,11,2023-07-07,subscription,10000
2030,107,18,2023-07-07,subscription,10000
3132,169,12,2023-07-07,subscription,250000
903,45,16,2023-07-08,capital_call,5000
1528,79,13,2023-07-08,subscription,50000
2468,127,15,2023-07-08,capital_call,33333
2553,132,19,2023-07-08,subscription,10000
871,43,1,2023-07-09,redemption,115623
1643,87,4,2023-07-09,capital_call,20000
1890,99,12,2023-07-09,subscription,10000
314,15,2,2023-07-10,capital_call,20000
1080,54,23,2023-07-10,distribution,14085
1133,57,9,2023-07-10,capital_call,16667
1551,81,16,2023-07-10,subscription,50000
2430,125,6,2023-07-10,capital_call,33333
429,24,9,2023-07-11,capital_call,25000
1008,49,6,2023-07-11,capital_call,25000
1706,90,20,2023-07-11,distribution,23689
1863,98,18,2023-07-11,subscription,10000
2045,107,21,2023-07-11,capital_call,3333
1263,65,5,2023-07-12,capital_call,125000
1310,69,1,2023-07-12,distribution,31083
1919,100,4,2023-07-12,capital_call,8333
2602,135,7,2023-07-12,capital_call,20000
365,18,12,2023-07-13,subscription,10000
976,47,18,2023-07-13,subscription,25000
2809,150,11,2023-07-13,subscription,250000
3143,169,10,2023-07-13,capital_call,2000
3418,185,6,2023-07-13,capital_call,20000
209,11,11,2023-07-14,subscription,25000
348,16,16,2023-07-14,fee,100
733,36,18,2023-07-14,subscription,50000
741,36,6,2023-07-14,capital_call,83333
2224,114,10,2023-07-14,distribution,29292
2409,123,19,2023-07-14,subscription,10000
2799,148,16,2023-07-14,subscription,10000
2954,159,22,2023-07-14,capital_call,20000
3556,192,14,2023-07-14,distribution,13418
467,25,16,2023-07-15,capital_call,2000
2767,146,1,2023-07-15,redemption,12842
2772,146,23,2023-07-15,distribution,16572
2870,155,18,2023-07-15,subscription,250000
2965,159,1,2023-07-15,capital_call,16667
568,28,11,2023-07-16,subscription,25000
950,47,11,2023-07-16,subscription,25000
1137,57,13,2023-07-16,capital_call,50000
2069,108,2,2023-07-16,subscription,250000
2395,121,18,2023-07-16,subscription,100000
3264,177,12,2023-07-16,fee,1000
1232,63,5,2023-07-17,capital_call,50000
3238,175,18,2023-07-17,subscription,250000
336,16,6,2023-07-18,subscription,100000
889,45,12,2023-07-18,subscription,25000
1923,100,8,2023-07-18,capital_call,125000
3246,175,21,2023-07-18,capital_call,6250
3604,194,9,2023-07-18,capital_call,8333
1352,70,20,2023-07-19,fee,250
2443,125,16,2023-07-19,capital_call,83333
228,11,12,2023-07-20,subscription,50000
837,42,16,2023-07-20,capital_call,5000
1648,87,18,2023-07-20,subscription,10000
2527,130,20,2023-07-20,capital_call,2000
3569,192,8,2023-07-20,capital_call,6250
504,26,18,2023-07-21,subscription,10000
679,33,13,2023-07-21,capital_call,2000
2235,116,21,2023-07-21,capital_call,12500
1022,49,19,2023-07-22,capital_call,3333
1564,81,22,2023-07-22,fee,500
2174,112,7,2023-07-22,capital_call,2500
2663,139,7,2023-07-22,subscription,100000
3221,175,22,2023-07-22,capital_call,6250
3322,180,15,2023-07-22,distribution,695
24,2,19,2023-07-23,subscription,25000
927,46,4,2023-07-23,capital_call,20000
1587,83,17,2023-07-23,subscription,50000
2131,110,10,2023-07-23,distribution,6738
3155,170,5,2023-07-23,fee,1000
705,34,18,2023-07-24,subscription,10000
1128,57,14,2023-07-24,capital_call,20000
3208,174,9,2023-07-24,subscription,10000
3161,170,17,2023-07-25,capital_call,50000
3337,180,19,2023-07-25,subscription,250000
1058,52,14,2023-07-26,capital_call,25000
2327,119,21,2023-07-26,capital_call,12500
2938,158,16,2023-07-26,capital_call,50000
2985,160,4,2023-07-26,capital_call,5000
434,24,7,2023-07-27,capital_call,50000
1478,77,14,2023-07-27,capital_call,50000
3064,165,11,2023-07-27,subscription,100000
3647,196,2,2023-07-27,capital_call,12500
243,12,21,2023-07-28,capital_call,25000
744,36,6,2023-07-28,fee,2500
1043,51,6,2023-07-28,capital_call,125000
1715,91,18,2023-07-28,capital_call,16667
2392,121,19,2023-07-28,fee,500
2865,154,22,2023-07-28,capital_call,2000
10,2,12,2023-07-29,subscription,10000
226,11,2,2023-07-30,capital_call,2500
1067,53,18,2023-07-30,subscription,10000
2253,116,2,2023-07-30,capital_call,2500
2387,121,19,2023-07-30,capital_call,10000
3106,166,23,2023-07-30,capital_call,25000
829,42,5,2023-07-31,capital_call,5000
1389,72,21,2023-07-31,capital_call,83333
1897,99,14,2023-07-31,capital_call,83333
2424,124,9,2023-07-31,redemption,67463
3021,162,5,2023-07-31,capital_call,2500
60,4,21,2023-08-01,fee,100
764,37,15,2023-08-01,capital_call,5000
1337,70,4,2023-08-01,capital_call,2000
1541,81,11,2023-08-01,subscription,100000
3200,174,13,2023-08-01,capital_call,3333
3301,179,23,2023-08-01,capital_call,8333
303,15,19,2023-08-02,capital_call,2500
462,25,18,2023-08-03,capital_call,83333
748,36,12,2023-08-03,subscription,100000
3284,178,7,2023-08-03,capital_call,62500
2278,118,2,2023-08-04,subscription,250000
65,4,18,2023-08-05,capital_call,20000
2181,112,11,2023-08-05,subscription,10000
3186,171,6,2023-08-05,capital_call,25000
2120,110,23,2023-08-06,distribution,1390
2732,143,13,2023-08-06,capital_call,10000
3510,189,15,2023-08-06,capital_call,62500
1490,78,8,2023-08-07,subscription,50000
3077,165,2,2023-08-07,fee,500
564,28,16,2023-08-08,fee,1000
2557,132,11,2023-08-08,subscription,50000
3145,169,10,2023-08-08,distribution,2246
3176,171,7,2023-08-08,capital_call,5000
3193,172,4,2023-08-08,capital_call,83333
120,6,20,2023-08-09,capital_call,50000
1908,99,20,2023-08-09,subscription,10000
1957,101,14,2023-08-09,capital_call,12500
2207,113,10,2023-08-09,capital_call,8333
2834,151,11,2023-08-09,capital_call,25000
1265,65,5,2023-08-10,fee,2500
1578,83,23,2023-08-10,capital_call,2000
3609,194,21,2023-08-10,capital_call,6250
698,34,23,2023-08-11,subscription,100000
1155,59,16,2023-08-11,capital_call,8333
2876,156,5,2023-08-11,subscription,250000
757,36,11,2023-08-12,subscription,100000
1489,77,21,2023-08-12,fee,2500
1774,92,5,2023-08-13,capital_call,20000
790,39,23,2023-08-14,distribution,5205
933,46,7,2023-08-14,subscription,50000
1515,79,5,2023-08-14,subscription,25000
2508,130,7,2023-08-14,capital_call,2500
2533,130,11,2023-08-14,capital_call,3333
2570,133,2,2023-08-14,capital_call,6250
3327,180,4,2023-08-14,capital_call,50000
1355,70,7,2023-08-15,capital_call,20000
2108,110,16,2023-08-15,capital_call,20000
2190,113,8,2023-08-15,capital_call,10000
217,11,5,2023-08-16,capital_call,12500
236,11,18,2023-08-16,capital_call,62500
824,42,23,2023-08-16,distribution,32071
3423,185,6,2023-08-16,fee,1000
3456,186,1,2023-08-16,capital_call,20000
81,4,1,2023-08-17,distribution,2380
971,47,4,2023-08-17,capital_call,5000
1480,77,14,2023-08-17,distribution,23719
1508,79,21,2023-08-17,capital_call,62500
2150,111,19,2023-08-17,capital_call,10000
3516,190,18,2023-08-17,fee,100
603,29,14,2023-08-19,distribution,36318
645,32,1,2023-08-19,distribution,2226
670,33,11,2023-08-19,capital_call,25000
1217,62,5,2023-08-19,subscription,50000
1548,81,4,2023-08-19,capital_call,12500
2341,119,4,2023-08-19,capital_call,12500
2396,121,18,2023-08-19,capital_call,50000
3235,175,8,2023-08-19,capital_call,25000
2378,121,4,2023-08-20,capital_call,10000
122,6,20,2023-08-21,distribution,96301
468,25,16,2023-08-21,capital_call,2000
1949,101,9,2023-08-21,capital_call,6250
3239,175,18,2023-08-21,capital_call,62500
924,45,6,2023-08-22,fee,250
1172,60,12,2023-08-22,capital_call,16667
1175,60,12,2023-08-22,fee,500
1559,81,22,2023-08-22,capital_call,10000
2026,107,20,2023-08-22,capital_call,5000
2303,118,16,2023-08-22,subscription,25000
2775,146,16,2023-08-22,capital_call,16667
3099,166,12,2023-08-22,subscription,25000
3229,175,4,2023-08-22,capital_call,50000
3437,185,9,2023-08-22,capital_call,62500
443,24,4,2023-08-23,capital_call,12500
1211,62,2,2023-08-23,subscription,25000
3287,178,7,2023-08-23,fee,2500
199,10,2,2023-08-24,capital_call,6250
2551,132,14,2023-08-24,distribution,16312
542,28,22,2023-08-25,fee,100
1204,62,14,2023-08-25,capital_call,6250
2075,109,15,2023-08-25,capital_call,62500
3463,186,16,2023-08-25,capital_call,50000
1848,97,21,2023-08-26,capital_call,83333
1875,98,12,2023-08-26,subscription,100000
2909,157,7,2023-08-26,capital_call,25000
3082,166,6,2023-08-26,capital_call,25000
3639,196,16,2023-08-26,capital_call,20000
3685,200,11,2023-08-26,subscription,100000
2310,119,12,2023-08-27,capital_call,5000
2431,125,6,2023-08-27,capital_call,33333
419,22,18,2023-08-28,capital_call,5000
1448,75,18,2023-08-28,capital_call,5000
3429,185,12,2023-08-28,capital_call,5000
659,32,14,2023-08-29,capital_call,50000
1403,72,4,2023-08-29,capital_call,16667
1639,87,17,2023-08-29,capital_call,12500
2290,118,18,2023-08-30,subscription,50000
2664,139,7,2023-08-30,capital_call,50000
3151,170,5,2023-08-30,capital_call,20000
295,14,5,2023-08-31,capital_call,25000
465,25,18,2023-08-31,fee,2500
2989,160,4,2023-08-31,fee,250
3593,194,5,2023-08-31,capital_call,5000
1499,78,23,2023-09-01,capital_call,83333
3308,179,14,2023-09-01,capital_call,2000
974,47,4,2023-09-02,fee,250
1032,51,21,2023-09-02,capital_call,62500
1236,63,4,2023-09-02,capital_call,2000
1245,64,2,2023-09-02,capital_call,2000
1649,87,18,2023-09-02,capital_call,2000
2921,157,23,2023-09-02,capital_call,12500
2981,160,5,2023-09-02,capital_call,50000
742,36,6,2023-09-03,capital_call,83333
1898,99,14,2023-09-03,capital_call,83333
2936,158,2,2023-09-03,fee,250
481,25,22,2023-09-05,distribution,24350
1441,75,7,2023-09-05,capital_call,25000
1552,81,16,2023-09-05,capital_call,25000
1850,97,21,2023-09-05,fee,2500
1891,99,12,2023-09-05,capital_call,2500
1035,51,21,2023-09-06,fee,2500
1059,52,14,2023-09-06,capital_call,25000
1314,69,21,2023-09-06,capital_call,2500
2121,110,23,2023-09-06,redemption,5040
127,7,23,2023-09-07,distribution,9282
152,8,12,2023-09-07,subscription,250000
768,37,15,2023-09-07,distribution,8821
2858,154,20,2023-09-07,capital_call,10000
562,28,16,2023-09-08,capital_call,25000
1647,87,4,2023-09-08,fee,1000
2948,159,19,2023-09-08,capital_call,25000
3065,165,11,2023-09-08,capital_call,50000
91,4,20,2023-09-09,distribution,11016
908,45,16,2023-09-09,fee,250
928,46,4,2023-09-09,capital_call,20000
2903,157,22,2023-09-09,distribution,25938
3583,194,11,2023-09-09,subscription,10000
59,4,21,2023-09-10,capital_call,3333
1129,57,14,2023-09-10,capital_call,20000
1287,67,14,2023-09-10,capital_call,50000
3271,177,6,2023-09-10,capital_call,25000
628,31,8,2023-09-11,subscription,50000
963,47,14,2023-09-11,distribution,31183
2097,109,1,2023-09-11,capital_call,12500
2194,113,6,2023-09-11,capital_call,50000
2877,156,5,2023-09-11,capital_call,125000
884,44,11,2023-09-12,subscription,100000
1311,69,1,2023-09-12,distribution,8593
1909,99,20,2023-09-12,capital_call,2500
2031,107,18,2023-09-12,capital_call,3333
2548,132,14,2023-09-12,capital_call,10000
3529,190,12,2023-09-12,fee,250
2491,128,8,2023-09-13,subscription,50000
2504,129,13,2023-09-13,capital_call,25000
2565,133,4,2023-09-13,fee,2500
632,31,23,2023-09-14,subscription,10000
1844,97,1,2023-09-14,fee,250
2531,130,20,2023-09-14,distribution,3643
3067,165,12,2023-09-14,subscription,250000
795,39,5,2023-09-15,capital_call,10000
982,48,16,2023-09-15,capital_call,6250
1930,100,21,2023-09-15,capital_call,8333
2536,130,11,2023-09-15,fee,100
2976,160,21,2023-09-15,capital_call,25000
1366,71,14,2023-09-16,subscription,25000
2175,112,7,2023-09-16,capital_call,2500
